1229008147 & 0.00200081611811 & 0.00436512977739 & 1.0 \\
1116424502 & 0.00222865322992 & 0.00355591913984 & 1.10084304384 \\
1090971021 & 0.00276906476251 & 0.00363915609977 & 1.12652684933 \\
1077600084 & 0.00364079131771 & 0.00337975797327 & 1.14050487305 \\
1074879790 & 0.00406211929743 & 0.00347469774194 & 1.14339125029 \\
1077724197 & 0.00460946323771 & 0.00443471065927 & 1.14037353009 \\
1076847331 & 0.0050673609159 & 0.00464953114037 & 1.14130212484 \\
1092092535 & 0.00608081927452 & 0.00734009216841 & 1.12536997334 \\
1080181105 & 0.00554504027806 & 0.00586511858615 & 1.13777971241 \\
1082269217 & 0.00561610467505 & 0.00616771173416 & 1.1355844994 \\
1085119465 & 0.00598425140451 & 0.00724845710677 & 1.13260169653 \\
1089671800 & 0.00604447720433 & 0.00797237050637 & 1.12787001279 \\
1093319686 & 0.0062805931738 & 0.00837639698304 & 1.12410684884 \\
1106283098 & 0.00649260144475 & 0.0104062454345 & 1.11093457834 \\
1134938000 & 0.00634545344483 & 0.0155069937752 & 1.08288571446 \\
1150045093 & 0.00692636946452 & 0.0186948544829 & 1.06866083294 \\
